	text	frequency	label
45269	Merxmüller	25	Beruf
47169	Mühlhauße	1	Herkunft
11614	Deubeler	12	Beruf
50347	Orthmüller	1	Beruf
39142	Laakes	11	Wohnstätte
69985	Tromenschläger	4	Beruf
33454	Keilpflug	19	Beruf
76376	Wittpenn	18	Übername
65395	Steenweg	63	Wohnstätte
53629	Puschamsies	2	Übername
2556	Baernt	1	Rufname
32617	Kannegiesser	54	Beruf
16622	Fibelkorn	17	Beruf
69148	Thürauf	127	Rufname
40441	Lemmerth	3	Rufname
57600	Röttker	19	Rufname
4745	Betzold	223	Rufname
21886	Grossekettler	2	Wohnstätte
20674	Golter	17	Beruf
1211	Ambrasas	23	Rufname
49841	Oesterhelt	39	Rufname
50179	Ondracsek	4	Rufname
49535	Obering	35	Rufname
25685	Heindirk	10	Rufname
34367	Klashen	1	Rufname
56767	Rothmayer	76	Beruf
32697	Kappelmayer	16	Beruf
43401	Malcharek	121	Rufname
6121	Bohndik	3	Herkunft
40995	Lieflaender	2	Herkunft
72102	Vormberg	34	Wohnstätte
67590	Szilagy	7	Herkunft
54295	Raptopoulou	6	Beruf
36824	Kraemer	1675	Beruf
55297	Rempl	7	Rufname
24591	Hantzmann	2	Rufname
54794	Reichersdörfer	30	Herkunft
18644	Gaertner	513	Beruf
17641	Frenzke	40	Rufname
20990	Grabowski	3080	Herkunft
12704	Domgall	16	Übername
36063	Kolotzi	6	Beruf
25963	Hellbock	1	Übername
44813	Meinardus	135	Rufname
5540	Blasczak	2	Rufname
71692	Voboril	9	Übername
31454	Johänning	34	Rufname
40082	Lehnerts	18	Rufname
63448	Siefarth	34	Rufname
33312	Kazimierek	11	Rufname
5047	Biernacik	16	Rufname
38349	Kurzmeier	41	Beruf
27148	Hilbig	1383	Rufname
46286	Mollenhauer	870	Beruf
1228	Ambrosi	114	Rufname
4616	Bertrams	248	Rufname
27672	Hoedemakers	10	Beruf
61385	Schuchhart	1	Beruf
34792	Klessing	24	Rufname
3906	Beißwenger	342	Herkunft
63872	Siodlazek	8	Beruf
68381	Teudloff	2	Rufname
62341	Schönjahn	17	Rufname
65793	Stellbrinck	17	Wohnstätte
52007	Pfingsttag	29	Übername
59884	Schleesselmann	2	Herkunft
72316	Völkerding	44	Rufname
9686	Christophersen	241	Rufname
75832	Wilkin	70	Rufname
46981	Möllering	290	Beruf
73159	Wagle	34	Beruf
454	Adlmaier	44	Beruf
24909	Hasenteufel	2	Übername
44083	Mathiä	10	Rufname
11266	Dembrowski	7	Herkunft
63785	Simokat	17	Rufname
17970	Fritzschner	9	Rufname
29338	Hänzsch	1	Rufname
28411	Holzweger	3	Wohnstätte
71961	Vollring	4	Rufname
6807	Braschoss	39	Herkunft
39888	Lebrun	47	Übername
12237	Dirrigl	154	Beruf
3545	Baunscheidt	9	Herkunft
4596	Berting	46	Rufname
57358	Räthe	97	Rufname
68012	Taubler	2	Beruf
61049	Schoeßler	3	Beruf
26471	Herbelein	1	Rufname
78859	Zöllmer	70	Rufname
41688	Lohrber	14	Beruf
22017	Große-Bühning	1	Wohnstätte
12747	Domrose	25	Herkunft
17989	Froböse	415	Übername
41427	Lobscheidt	5	Herkunft
56439	Rolwing	1	Rufname
40238	Leimenstol	5	Beruf
73287	Waldbaur	19	Beruf
39299	Lakatosz	6	Beruf
50744	Padeberg	10	Wohnstätte
48030	Neukamm	277	Übername
31548	Jonnek	33	Rufname
25617	Heimbichner	33	Wohnstätte
30205	Isatschenko	8	Rufname
42232	Lukesch	135	Rufname
17924	Fritsch	6943	Rufname
30680	Janaschke	20	Rufname
21893	Grossewinkelmann	3	Wohnstätte
20360	Glücklich	75	Übername
36220	Konze	231	Rufname
68850	Thiriet	1	Rufname
57475	Rölver	136	Rufname
34383	Klassmann	39	Rufname
67944	Tannheuser	6	Herkunft
15961	Faltermair	9	Beruf
19028	Gebertz	18	Rufname
4504	Bernhardts	2	Rufname
27415	Hinteresch	11	Wohnstätte
49782	Oelfcken	1	Rufname
31543	Jonkhans	29	Rufname
65066	Standfest	122	Übername
8790	Börjes	62	Rufname
10044	Coesters	1	Beruf
19049	Gedeon	74	Rufname
39194	Lachnicht	73	Übername
8827	Bösmiller	10	Beruf
397	Adelgoß	21	Rufname
41258	Linsenmair	2	Beruf
64526	Sparkäse	1	Übername
31804	Jungjohanns	3	Rufname
57113	Ruhkopf	96	Übername
18711	Galanidis	4	Übername
59208	Scheppang	6	Rufname
49155	Nubert	29	Beruf
11602	Dettmer	1341	Rufname
74681	Wendland	2173	Herkunft
69419	Titl	10	Rufname
39422	Lamprakis	4	Rufname
17092	Flynn	42	Rufname
16392	Fennema	6	Wohnstätte
30975	Jatzlauk	22	Rufname
45189	Merkele	4	Rufname
16	Abatzis	16	Beruf
54354	Ratfeld	17	Wohnstätte
44438	Mavromoustakakis	2	Übername
74823	Wenzel	15055	Rufname
46487	Mosmüller	13	Beruf
3454	Bauerrichter	11	Beruf
41823	Lorenzat	2	Rufname
70002	Trommsdorff	19	Herkunft
9863	Claudi	88	Rufname
35445	Knierenschild	4	Übername
26195	Hendrik	21	Rufname
930	Aleyt	11	Rufname
563	Agnes	52	Rufname
24698	Harks	104	Rufname
21254	Greilmeier	14	Beruf
77339	Wöbcken	1	Rufname
18102	Fronmaier	3	Beruf
65204	Staroste	62	Beruf
36540	Kosziolleck	5	Übername
42324	Lutmer	14	Rufname
76002	Wilss	11	Rufname
49031	Nottenkemper	5	Wohnstätte
57797	Rüschenschulte	18	Beruf
75435	Wiedekamp	40	Wohnstätte
56308	Rohlederer	39	Beruf
26048	Helmerding	38	Rufname
4459	Bernardt	35	Rufname
2397	Azizi	181	Rufname
23344	Gövert	292	Rufname
49251	Nykl	2	Rufname
15305	Erforth	13	Herkunft
19289	Geißenhainer	1	Herkunft
36622	Koutsidou	2	Übername
1955	Arweiler	219	Herkunft
37330	Kreuziger	241	Übername
61894	Schwenkglenks	49	Übername
11465	Depker	7	Rufname
60054	Schlickau	24	Herkunft
45357	Metzker	173	Beruf
11860	Dierckx	10	Rufname
62018	Schwitallik	29	Übername
47428	Nalbant	45	Beruf
499	Adriano	12	Rufname
27982	Hogrefe	520	Beruf
32801	Karakostas	24	Rufname
57266	Rutkovskij	4	Herkunft
33581	Kerkemeyer	32	Beruf
29993	Ignaczak	25	Rufname
10222	Costalunga	2	Herkunft
54530	Rebsam	7	Beruf
24711	Harmgardt	26	Rufname
32789	Karajan	7	Rufname
68319	Teschmacher	6	Beruf
54623	Reebeen	2	Übername
32710	Kappernagel	42	Beruf
7859	Bubeneder	8	Herkunft
29560	Hölderl	6	Wohnstätte
50985	Papatriantafyllou	1	Rufname
29275	Händlmeyer	2	Beruf
47758	Neithöfer	20	Herkunft
30449	Jaehnke	33	Rufname
71811	Vohrmann	61	Beruf
46179	Moehlmeyer	2	Beruf
45375	Meuwesen	11	Rufname
78342	Zijl	2	Wohnstätte
55334	Rengers	223	Rufname
9561	Choinatzki	1	Herkunft
47372	Nafzer	6	Übername
58838	Scharwaechter	3	Beruf
64819	Springbrunn	9	Wohnstätte
7346	Broksche	12	Rufname
3897	Beitler	168	Beruf
16266	Feinle	25	Übername
62058	Schwär	256	Übername
65290	Stavrakis	10	Rufname
2345	Aybek	23	Rufname
33698	Ketelböter	7	Beruf
72533	van der Sande	24	Wohnstätte
73335	Waldthart	1	Rufname
42052	Luebbert	5	Rufname
72717	von Hertell	19	Rufname
73769	Wawrzeniez	4	Rufname
53894	Quittenbaum	34	Wohnstätte
15914	Fais	64	Übername
63034	Sengle	49	Wohnstätte
76511	Woehrlin	7	Rufname
31451	Johren	34	Rufname
49462	Oberembt	12	Herkunft
22007	Große-Bley	35	Wohnstätte
27891	Hoffschulz	15	Beruf
6118	Bohndick	14	Herkunft
21166	Graßkamp	16	Wohnstätte
25687	Heindl	1677	Rufname
62506	Schüttert	67	Beruf
38232	Kupzik	20	Beruf
40567	Leonartz	14	Rufname
14514	Eilert	557	Rufname
78328	Zieslar	1	Beruf
47559	Navratyil	4	Übername
9256	Cartwright	24	Beruf
28985	Hummeldorf	23	Herkunft
11694	Dickenschied	5	Herkunft
33646	Kerstjens	19	Rufname
63924	Sklareck	5	Beruf
46713	Musaeus	11	Übername
70265	Tyle	7	Rufname
32073	Jürgenfriedrich	1	Rufname
40413	Lemhoefer	12	Wohnstätte
67315	Sudkamp	24	Wohnstätte
34866	Klimas	226	Rufname
78472	Zinsmeyer	19	Beruf
49863	Oetke	60	Rufname
4465	Bernarz	2	Rufname
68246	Tepner	18	Beruf
31950	Jähnel	210	Rufname
4070	Benicek	4	Rufname
44267	Matuska	21	Rufname
5523	Blaschek	282	Rufname
30440	Jaecklein	1	Rufname
61724	Schwartzkopff	116	Übername
72162	Vospeter	1	Rufname
69488	Tkatzik	18	Beruf
51194	Paulick	826	Rufname
12772	Doormann	130	Wohnstätte
52132	Pfänder	645	Beruf
38152	Kunzemann	107	Rufname
67861	Tafelmaier	50	Beruf
44846	Meinerts	28	Rufname
78839	Zängerling	21	Übername
63731	Simanek	69	Rufname
2079	Assmies	6	Rufname
9700	Christou	76	Rufname
29894	Hüppop	33	Beruf
44193	Matthis	155	Rufname
64132	Sneider	19	Beruf
16902	Fisser	248	Beruf
52950	Pospischil	408	Übername
34583	Kleine-Kettler	4	Wohnstätte
26429	Henßen	116	Rufname
71509	Vicha	12	Rufname
27127	Hieronimi	26	Rufname
63018	Sengebusch	125	Beruf
56668	Rossmaier	6	Beruf
71885	Volkenannt	7	Rufname
54067	Rafolt	7	Rufname
12597	Dolezilek	8	Übername
59922	Schleibinger	133	Herkunft
21656	Groesslein	1	Übername
63602	Siepers	4	Wohnstätte
1003	Allgaeuer	1	Herkunft
73978	Weglorz	4	Beruf
36422	Korpium	3	Beruf
46193	Moellerke	4	Beruf
424	Adenau	63	Herkunft
67366	Sullivan	84	Rufname
6089	Boguhn	47	Rufname
65933	Steppohn	4	Rufname
12903	Draksler	16	Beruf
7306	Broekmanns	9	Wohnstätte
251	Achterholt	54	Wohnstätte
69632	Tomaschek	186	Rufname
76970	Wondrusch	4	Rufname
50844	Panagiotidis	137	Rufname
19670	Gerretz	19	Rufname
54499	Raynald	1	Rufname
65295	Stavrou	48	Rufname
56493	Ronshausen	72	Herkunft
33700	Ketelhake	38	Beruf
49305	Nöldge	17	Rufname
35111	Klopfer	662	Beruf
36492	Koschol	2	Übername
27030	Heykamps	12	Wohnstätte
46715	Muschala	1	Übername
959	Alhelm	33	Rufname
22398	Grönemayer	2	Beruf
56518	Roppert	50	Rufname
115	Abmaier	6	Beruf
56764	Rothmaier	89	Beruf
38912	Kübeler	23	Beruf
48702	Nilsdotter	1	Rufname
4620	Bertsche	291	Rufname
48531	Nietzschmann	127	Rufname
23350	Gözze	17	Rufname
51867	Pfadenhauer	206	Beruf
29805	Hüllenbrandt	4	Rufname
7414	Broszko	2	Rufname
9854	Classe	31	Rufname
67207	Stöwhase	15	Beruf
3677	Bedenknecht	4	Beruf
1291	Amrehn	112	Wohnstätte
78515	Zirngiebl	7	Übername
35339	Knackenhauer	2	Beruf
77797	Zagrodnik	44	Beruf
28320	Holzhammer	106	Herkunft
39573	Langkamp	236	Wohnstätte
58386	Sauerteig	323	Beruf
35299	Klügel	230	Übername
55455	Reupricht	18	Rufname
20550	Goessner	5	Wohnstätte
17923	Frits	7	Rufname
53401	Prukop	27	Rufname
44793	Meierson	1	Rufname
75718	Wietthoeft	1	Übername
17259	Foppe	181	Rufname
77537	Würzler	38	Beruf
77188	Wulfmeier	91	Beruf
42487	Löffelmeier	18	Beruf
23981	Hagenbruck	27	Wohnstätte
51079	Paschalis	44	Rufname
39112	Küstenmacher	7	Beruf
14245	Ehmayer	1	Beruf
67680	Szymik	48	Rufname
11639	Deutschlaender	6	Herkunft
59672	Schimmelpfenning	18	Übername
69560	Toepner	3	Beruf
71804	Vogtmann	261	Beruf
33140	Katsarou	7	Übername
53174	Preugszas	3	Übername
44058	Mathejczyk	36	Rufname
54380	Rathloff	19	Rufname
58957	Scheffelmayer	1	Beruf
20013	Gijsbers	4	Rufname
40060	Lehmphul	28	Wohnstätte
72539	van der Veen	75	Wohnstätte
25084	Haueißen	4	Beruf
45495	Meßmer	822	Beruf
73510	Waneke	1	Rufname
48527	Nietzolt	1	Rufname
3155	Barthelmae	2	Rufname
75612	Wientgens	15	Rufname
1268	Amirpur	4	Rufname
37086	Kravchenko	22	Beruf
66088	Stiegelmair	16	Beruf
41872	Lothar	43	Rufname
27113	Hientzsch	112	Rufname
54135	Raindl	9	Rufname
37686	Kröninger	137	Herkunft
18338	Fugenschuh	1	Beruf
31259	Jobzik	3	Rufname
11964	Diethrich	3	Rufname
54802	Reichhardt	513	Rufname
49875	Oettli	8	Rufname
10129	Conzelmann	666	Rufname
7887	Buchbauer	132	Beruf
18932	Gastell	30	Wohnstätte
13366	Dutscheck	8	Herkunft
6485	Borngeßer	1	Wohnstätte
21440	Griesmeyer	32	Beruf
15531	Escheberg	12	Wohnstätte
68470	Thalmüller	15	Beruf
51474	Pelargus	7	Übername
48509	Niestrad	3	Wohnstätte
70671	Umstätter	85	Herkunft
69998	Trommeter	16	Beruf
78774	Zweiphenning	1	Übername
71273	Vay	154	Rufname
70038	Trumpetter	11	Beruf
68958	Thomssen	103	Rufname
35902	Kohlheim	49	Herkunft
7146	Bringhans	1	Rufname
77471	Wührl	139	Wohnstätte
22211	Gruensteudel	2	Wohnstätte
37618	Kruskopf	23	Übername
43250	Maierhans	4	Rufname
67866	Tafelmeyer	16	Beruf
55320	Renauld	1	Rufname
10177	Cornelis	48	Rufname
52570	Plikat	127	Übername
68856	Thisius	5	Rufname
41535	Loefflath	1	Beruf
75474	Wiedersatz	27	Übername
30675	Janasch	16	Rufname
44405	Mauroszat	3	Rufname
63632	Sievert	1732	Rufname
73444	Walpersdorf	13	Herkunft
39317	Lakämper	63	Wohnstätte
1622	Antunovics	3	Rufname
34570	Kleine-Eickhoff	14	Wohnstätte
28830	Hudezek	8	Beruf
42169	Luib	70	Rufname
27763	Hoennekes	1	Rufname
49389	Nützsche	16	Rufname
78986	Örtli	1	Rufname
40564	Leonards	98	Rufname
59660	Schimmank	25	Rufname
68359	Tetschlag	9	Rufname
24895	Hasengier	2	Beruf
19440	Georgius	121	Rufname
5132	Bigalla	4	Übername
77803	Zahradnick	1	Beruf
20405	Gobrecht	173	Rufname
29566	Höllebrandt	1	Übername
55863	Riker	44	Rufname
50772	Pafel	31	Rufname
23494	Günzkofer	53	Herkunft
47267	Münchsmeier	20	Beruf
61538	Schultschik	7	Beruf
43311	Maisterl	19	Beruf
27560	Hitz	450	Rufname
41447	Lochschmied	16	Beruf
51708	Peterson	588	Rufname
77212	Wundermann	21	Übername
43651	Marczinek	16	Rufname
34507	Klegräfe	11	Beruf
48459	Nienhausen	5	Herkunft
3682	Bednarcyk	3	Beruf
17761	Fridman	59	Rufname
69279	Tietl	5	Rufname
50791	Pahlenkämper	7	Wohnstätte
51105	Pasquale	68	Rufname
31176	Jestrimski	13	Herkunft
24424	Hanebut	6	Wohnstätte
61572	Schuppler	84	Beruf
12638	Dollnig	3	Wohnstätte
12046	Diezler	3	Rufname
65482	Stegger	45	Wohnstätte
45364	Meuerer	7	Beruf
4923	Bickerle	20	Beruf
50496	Ostheim	96	Herkunft
31721	Jungandrä	1	Rufname
71907	Volkmar	633	Rufname
57423	Röhnsch	11	Rufname
53181	Preukschas	36	Übername
68798	Thiesbonenkamp	4	Wohnstätte
68584	Theodor	137	Rufname
53948	Radebold	39	Rufname
4015	Bendigkeit	9	Rufname
17931	Fritsching	14	Rufname
74477	Weisshar	9	Übername
23714	Hackenschmidt	104	Beruf
57925	Saday	11	Rufname
68726	Thielens	10	Rufname
63044	Sengstak	1	Beruf
62322	Schönhals	302	Übername
36626	Koutsokostas	1	Rufname
43948	Martynski	10	Rufname
66375	Stohrer	162	Beruf
51257	Paus	628	Übername
35152	Klowait	1	Rufname
19659	Geroldinger	4	Herkunft
6604	Bouvier	30	Beruf
56302	Rohkrämer	28	Beruf
37628	Krzanowski	12	Herkunft
63463	Siefkes	80	Rufname
3746	Begale	6	Übername
43671	Marechal	16	Beruf
56520	Roppertz	17	Rufname
45010	Melnikova	21	Beruf
16277	Feister	78	Übername
67943	Tannheiser	5	Herkunft
40483	Leneschmidt	63	Beruf
51650	Peterhansel	13	Rufname
68207	Tenbaum	6	Wohnstätte
25868	Heisterhage	1	Wohnstätte
50888	Panou	11	Rufname
46065	Mittermeir	2	Beruf
28257	Holy	188	Übername
42330	Luttenbacher	18	Herkunft
37873	Kudrna	10	Übername
68678	Thibaut	82	Rufname
48818	Noelken	1	Rufname
5186	Billmeier	103	Beruf
43204	Mahmoodi	14	Rufname
6834	Braukhof	1	Wohnstätte
34519	Kleigrewe	46	Beruf
74620	Wellershaus	90	Herkunft
23492	Günzelmann	20	Rufname
43374	Maksim	9	Rufname
19141	Gehrbrandt	14	Rufname
78699	Zumdieck	24	Wohnstätte
32952	Kaschmukat	2	Beruf
60185	Schlossnickl	1	Rufname
68552	Theissl	6	Rufname
18745	Gancarczyk	9	Beruf
7575	Brummerhoop	5	Wohnstätte
47057	Mühlbeier	45	Beruf
49717	Odabasi	69	Beruf
43307	Maissenhälter	9	Herkunft
62835	Seil	232	Beruf
24290	Hamilton	133	Herkunft
53241	Prezler	2	Beruf
68309	Tesarsch	9	Beruf
40826	Leybolt	1	Rufname
5657	Bleimayer	1	Beruf
77079	Woytt	11	Beruf
50407	Osmanoglu	21	Rufname
44399	Maurmaier	8	Beruf
41968	Luckassen	3	Rufname
38343	Kurzhalz	4	Übername
11698	Dickescheid	62	Herkunft
2851	Baltis	3	Rufname
45708	Mihai	58	Rufname
27839	Hofemann	59	Beruf
70089	Tsaousis	3	Beruf
44614	Meckmann	51	Rufname
76584	Wohlgezogen	66	Übername
3476	Baumanns	274	Beruf
58110	Salvatore	139	Rufname
32484	Kalwellis	17	Beruf
53988	Radovic	94	Rufname
40106	Lehsten	43	Herkunft
63312	Sickl	15	Rufname
21888	Grosseloh	1	Wohnstätte
28066	Hollai	6	Übername
3739	Beerwart	27	Rufname
32428	Kallweidt	5	Beruf
51638	Petcke	2	Rufname
65777	Steinweger	37	Wohnstätte
40986	Liedke	360	Rufname
62521	Schüttpelz	114	Übername
5688	Bleyler	4	Beruf
4036	Bendzuk	4	Rufname
54967	Reinertz	71	Rufname
36289	Kopiez	6	Wohnstätte
47539	Nauroth	162	Herkunft
16914	Fitzel	90	Rufname
23870	Haenzler	3	Rufname
37116	Krcil	4	Übername
50931	Papadakis	59	Beruf
76845	Wollers	24	Rufname
55332	Renftlen	2	Übername
3151	Barthek	1	Rufname
15204	Eppels	24	Rufname
77597	Yanikoglu	10	Übername
31518	Jongeling	20	Übername
47147	Mühlfait	4	Rufname
61205	Schrameck	5	Übername
72798	von Lutz	6	Rufname
44737	Meiberth	9	Rufname
62198	Schätzchen	71	Übername
72919	von Siegfried	5	Rufname
16429	Ferdinand	806	Rufname
10699	Damjanic	8	Rufname
50679	Overthun	24	Wohnstätte
9027	Bürglin	10	Rufname
15630	Esposto	33	Übername
31625	Josupeit	169	Rufname
49604	Oberndörfer	199	Herkunft
6547	Bosfeld	5	Wohnstätte
67772	Südholt	62	Wohnstätte
16553	Feuereisen	50	Beruf
53491	Prévôt	7	Beruf
75553	Wielland	1	Rufname
52087	Pfneisl	4	Übername
68655	Thewalt	74	Rufname
75523	Wieghold	8	Rufname
15347	Erigson	6	Rufname
52792	Poljakovic	12	Herkunft
22687	Gudacker	10	Wohnstätte
15285	Erdt	312	Rufname
75308	Wicik	29	Rufname
16466	Ferraresi	4	Herkunft
41729	Loipl	8	Rufname
14911	Elsenbusch	15	Wohnstätte
12332	Dittebrandt	34	Rufname
980	Allartz	10	Rufname
41760	Longhino	8	Übername
77738	Zachara	17	Rufname
17885	Frimmersdorf	64	Herkunft
3125	Bartelmeh	8	Rufname
27545	Hirsikorn	3	Beruf
15576	Eschhofen	3	Herkunft
49949	Ohlendorf	807	Herkunft
57935	Sadler	299	Beruf
49303	Nöldeke	50	Rufname
76962	Wondraschek	22	Rufname
75582	Wienenga	5	Rufname
3524	Baumhöer	5	Beruf
31272	Jock	88	Rufname
11992	Dietrichs	137	Rufname
16831	Fingscheidt	23	Herkunft
42516	Löhlein	283	Wohnstätte
6620	Bozbiyik	10	Übername
6914	Bredigkeit	13	Rufname
19196	Geigert	18	Beruf
45274	Mesar	1	Beruf
7825	Brünnings	2	Rufname
31972	Jänike	83	Rufname
7965	Buckmiller	10	Beruf
16484	Ferstner	5	Beruf
64805	Sprengelmeyer	46	Beruf
5185	Billmayr	7	Beruf
16799	Filzhöfer	1	Herkunft
21732	Gronemayer	3	Beruf
64392	Sotiriou	51	Rufname
10817	Danihelka	5	Rufname
59837	Schlamelcher	47	Beruf
78293	Zielke	2390	Rufname
67310	Sudbrock	108	Wohnstätte
3191	Bartholl	46	Rufname
71859	Volckmann	83	Rufname
71797	Vogt	20439	Beruf
57038	Rueckwardt	1	Rufname
71829	Voit	1374	Beruf
31383	Johannknecht	132	Beruf
65528	Steidler	83	Wohnstätte
73144	Wagenknecht	1096	Beruf
22923	Gutkauf	3	Übername
72179	Vosskämper	4	Wohnstätte
7402	Brossies	3	Rufname
9584	Christakidou	1	Rufname
62122	Schäferkordt	23	Rufname
77949	Zegrodnik	4	Beruf
56897	Roßnagl	10	Beruf
62495	Schütten	132	Beruf
14045	Eckwerth	19	Rufname
71853	Volchert	4	Rufname
57034	Rueckerl	4	Rufname
38908	Köylü	32	Übername
32503	Kamerloher	1	Herkunft
37337	Kreuzmeier	4	Beruf
65141	Stanscheid	1	Rufname
58844	Schatz	3392	Übername
26784	Hertig	126	Rufname
64143	Snyders	83	Beruf
8808	Bösen	86	Übername
68429	Teßartz	8	Beruf
62712	Segebrecht	107	Rufname
11867	Dierichs	85	Rufname
74996	Wessing	136	Rufname
39768	Lauruschkus	11	Rufname
19757	Gerwert	138	Rufname
7401	Brosseit	23	Rufname
33137	Katsarakis	1	Übername
51551	Percival	2	Rufname
29860	Hünerfauth	78	Beruf
21878	Grosse-Wortmann	3	Wohnstätte
26692	Hermsdorf	493	Herkunft
60738	Schneiderlöchner	18	Wohnstätte
4981	Biehal	27	Übername
59141	Schellinski	2	Herkunft
14636	Eisenkolb	281	Beruf
66058	Stickdorn	184	Wohnstätte
57178	Rumschüßel	2	Übername
68851	Thirion	26	Rufname
11226	Deligiannidis	25	Rufname
74793	Wennike	36	Rufname
29127	Hussain	336	Rufname
72985	von Wnuk-Lipinski	8	Übername
66833	Strothotte	110	Rufname
7846	Bscher	12	Beruf
63338	Siebe	236	Rufname
38380	Kusmierz	82	Beruf
76106	Winschoh	1	Beruf
6023	Boeshenz	3	Rufname
4223	Berding	172	Rufname
68219	Tenbült	14	Wohnstätte
9815	Claehsens	1	Rufname
16161	Feesenmayr	3	Beruf
19553	Gerhartl	3	Rufname
74825	Wenzelis	13	Rufname
14258	Ehrat	75	Rufname
38279	Kurschatt	1	Herkunft
5670	Blesl	18	Rufname
20511	Goerlich	208	Rufname
40350	Leitholdt	25	Rufname
17240	Foltynowicz	7	Rufname
42906	Lüttkemeyer	1	Beruf
61967	Schwikkard	2	Rufname
31668	Juelicher	2	Herkunft
69179	Tidde	11	Rufname
24462	Hanings	17	Rufname
17508	Fredl	106	Rufname
14481	Eign	19	Übername
38893	Köten	14	Beruf
50563	Ottemöller	16	Beruf
60724	Schneiderath	17	Beruf
64637	Spickenagel	17	Beruf
40255	Leindecker	24	Beruf
74844	Werckner	1	Beruf
47441	Narbut	4	Rufname
57389	Röbstek	1	Beruf
20170	Glasemacher	22	Beruf
1416	Andräß	30	Rufname
62136	Schäffeler	83	Beruf
74042	Wehrle	1453	Rufname
70347	Tönsfeuerborn	39	Wohnstätte
53960	Rademaekers	4	Beruf
53075	Prazak	18	Herkunft
13811	de Visser	10	Beruf
62251	Schöltgen	1	Beruf
46383	Morawek	68	Herkunft
54244	Randolf	32	Rufname
65885	Stepanenko	51	Rufname
75810	Wilim	14	Rufname
36107	Kondruweit	3	Rufname
61768	Schwarzmüller	236	Beruf
72821	von Michel	6	Rufname
30130	Inhoff	64	Wohnstätte
41877	Lothert	27	Rufname
6757	Brandmiller	10	Beruf
11304	Demircioglu	82	Beruf
33630	Kerst	433	Rufname
49982	Ohnesorge	472	Übername
12034	Dietzschke	3	Rufname
19667	Gerresheim	165	Herkunft
68478	Thanhäuser	42	Herkunft
54274	Rappelt	66	Rufname
31006	Jecklin	2	Rufname
4071	Benik	34	Rufname
11768	Diederichsen	145	Rufname
78098	Zellhofer	16	Wohnstätte
32178	Kadioglu	46	Beruf
29465	Höer	127	Beruf
16009	Farsbotter	8	Beruf
12575	Dolatschek	8	Wohnstätte
567	Agri	15	Herkunft
8301	Burgsmüller	134	Beruf
44108	Matischock	2	Rufname
32976	Kasmekat	2	Beruf
69652	Tombrinck	8	Wohnstätte
15288	Erdtl	2	Rufname
67625	Szoltyssek	1	Beruf
34257	Kizilboga	13	Rufname
13781	de Kok	17	Beruf
17035	Fleischhakker	1	Beruf
46391	Morcinek	160	Rufname
30821	Janosz	16	Rufname
63456	Sieffarth	6	Rufname
67518	Szameitky	1	Herkunft
60083	Schlienbecker	25	Beruf
70258	Tyarcks	1	Rufname
30213	Isci	41	Beruf
65930	Steppat	335	Rufname
47091	Mühleisen	459	Beruf
38868	Körwers	11	Beruf
18167	Frymuth	2	Übername
38772	Könneker	105	Rufname
70091	Tsavdaridis	11	Beruf
73182	Wahnes	8	Rufname
45734	Mikkeit	1	Rufname
1994	Aschenbrand	8	Beruf
40581	Leopoldt	46	Rufname
42790	Lütgeharm	8	Rufname
57633	Rübberdt	15	Rufname
41928	Lubanski	55	Herkunft
52630	Plümpe	183	Übername
55696	Riedmüller	430	Beruf
22464	Grüblinger	2	Wohnstätte
49000	Nothold	2	Rufname
77806	Zahradnyik	4	Beruf
64242	Solak	174	Übername
10968	Dauth	385	Rufname
12441	Dochtermann	38	Übername
23938	Haff	53	Beruf
46306	Molzer	33	Beruf
53150	Premus	10	Rufname
31036	Jeffers	4	Rufname
20522	Goerres	72	Rufname
57005	Rudzinskas	3	Herkunft
15341	Erickson	27	Rufname
24222	Hallweger	94	Wohnstätte
54789	Reichenbecher	61	Herkunft
67836	Süßmeir	28	Beruf
5433	Bittelbrunn	12	Herkunft
58544	Schachtschneider	381	Beruf
65764	Steinsdörfer	101	Herkunft
17702	Freyberger	99	Herkunft
53623	Purkhold	2	Rufname
67957	Tanzius	20	Übername
30602	Jakubczik	14	Rufname
58267	Sanfleber	19	Übername
28182	Holthuisen	4	Herkunft
45323	Metak	4	Rufname
53079	Precht	560	Rufname
42072	Luedemann	21	Rufname
40838	Leyens	85	Rufname
19120	Gehlenbeck	20	Herkunft
73878	Wedekaemper	1	Wohnstätte
5003	Bielmaier	11	Beruf
68952	Thommeßen	7	Rufname
32463	Kaltschmid	34	Beruf
38771	Könneke	65	Rufname
53052	Pranckaitis	1	Rufname
51680	Petermüller	59	Beruf
1609	Antonschmidt	8	Beruf
66533	Stradter	9	Wohnstätte
26040	Helmdag	19	Rufname
59278	Scherschmidt	15	Beruf
67382	Supanc	8	Beruf
55415	Retterath	277	Herkunft
78162	Zeplin	58	Herkunft
423	Adena	69	Rufname
62692	Seferin	7	Rufname
57111	Ruhfus	49	Übername
73180	Wahnel	4	Rufname
27510	Hirschbihl	4	Wohnstätte
48908	Nordhofen	27	Herkunft
2777	Ballschmiede	14	Beruf
52646	Podzuhn	5	Beruf
21155	Grauvogel	49	Übername
41160	Lindenstock	11	Wohnstätte
59619	Schimanck	1	Rufname
47176	Mühlhäusler	10	Wohnstätte
64762	Splettstösser	63	Beruf
14209	Egyedy	8	Rufname
